,Unnamed: 0,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
0,0,Machine Learning A-Z™: Python & R in Data Science [2023],915027,164842,4,1.2023,1,1,13,399.9,1,46,382,42.55,Kirill Eremenko,2282141.0,59,4.5,1,1651425.0,42.0,4.5,1,0,0,4.5
1,1,Python for Data Science and Machine Learning Bootcamp,608897,125319,1,5.202,1,1,14,349.9,1,27,165,24.9,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.6
2,2,The Data Science Course 2023: Complete Data Science Bootcamp,561024,117647,2,12.2022,1,1,15,399.9,1,65,517,31.85,365 Careers,2202206.0,91,4.6,1,715500.0,3.0,4.6,1,0,0,4.6
3,3,R Programming A-Z™: R For Data Science With Real Exercises!,247180,48969,3,1.2023,1,1,15,349.9,1,8,78,10.583333333333334,Kirill Eremenko,2282141.0,59,4.5,1,2286300.0,148.0,4.6,1,0,0,4.6
4,4,Deep Learning A-Z™: Hands-On Artificial Neural Networks,347100,41805,4,1.2023,1,1,12,429.9,1,26,168,22.533333333333335,Kirill Eremenko,2282141.0,59,4.5,1,1651425.0,42.0,4.5,0,0,0,4.5
5,5,Statistics for Data Science and Business Analysis,163880,35555,2,12.2022,1,1,16,399.9,1,18,92,4.85,365 Careers,2202206.0,91,4.6,1,715500.0,3.0,4.6,1,0,0,4.6
6,6,Data Science A-Z™: Real-Life Data Science Exercises Included,209694,32678,3,1.2023,1,1,9,349.9,1,28,216,21.2,Kirill Eremenko,2282141.0,59,4.5,1,2286300.0,148.0,4.6,1,0,0,4.5
7,7,"Machine Learning, Data Science and Deep Learning with Python",171404,28334,3,9.2022,1,1,11,89.9,1,13,116,15.6,Sundog Education by Frank Kane,676991.0,33,4.6,1,626100.0,26.0,4.6,0,0,0,4.5
8,8,Python A-Z™: Python For Data Science With Real Exercises!,150372,25409,3,1.2023,1,1,7,349.9,1,8,71,11.083333333333334,Kirill Eremenko,2282141.0,59,4.5,1,2286300.0,148.0,4.6,1,0,0,4.6
9,9,Artificial Intelligence A-Z™: Learn How To Build An AI,192622,22179,6,1.2023,1,1,16,399.9,1,19,124,16.95,Hadelin de Ponteves,1651425.0,42,4.5,1,2282141.0,59.0,4.5,1,0,0,4.4
10,10,Spark and Python for Big Data with PySpark,111303,20537,1,5.202,1,1,16,349.9,1,18,67,10.583333333333334,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.5
11,11,Data Analysis with Pandas and Python,176164,18564,1,1.2023,1,1,25,69.9,1,15,207,22.0,Boris Paskhaver,347897.0,7,4.7,0,0.0,0.0,0.0,1,1,0,4.6
12,12,Complete Guide to TensorFlow for Deep Learning with Python,93512,16582,1,4.202,1,1,12,429.9,1,13,96,14.15,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.2
13,13,Apache Spark with Scala - Hands On with Big Data!,88789,16419,3,9.2022,1,1,10,69.9,1,10,69,8.966666666666667,Sundog Education by Frank Kane,676991.0,33,4.6,1,626100.0,26.0,4.6,1,0,0,4.6
14,14,Data Science and Machine Learning Bootcamp with R,87001,15666,1,12.202,1,1,15,349.9,1,35,128,17.75,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.6
15,15,Taming Big Data with Apache Spark and Python - Hands On!,85431,14173,3,10.2022,1,1,11,89.9,1,8,66,6.95,Sundog Education by Frank Kane,676991.0,33,4.6,1,626100.0,26.0,4.6,0,0,0,4.5
16,16,Complete Machine Learning & Data Science Bootcamp 2023,84557,13892,3,1.2023,1,1,14,499.9,1,21,378,43.8,Andrei Neagoie,954385.0,26,4.6,1,120393.0,3.0,4.7,0,1,0,4.6
17,17,NLP - Natural Language Processing with Python,65196,12666,1,9.2019,1,1,14,399.9,1,9,80,11.4,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.6
18,18,Introduction to Machine Learning for Data Science,58173,12502,1,7.202,1,1,7,349.9,1,14,62,5.55,David Valentine,85697.0,2,4.5,0,0.0,0.0,0.0,1,0,0,4.5
19,19,Data Science: Natural Language Processing (NLP) in Python,43613,11384,1,1.2023,1,1,5,349.9,1,15,88,11.866666666666667,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
20,20,Python for Machine Learning & Data Science Masterclass,82220,10713,1,9.2021,1,1,14,349.9,1,26,231,44.06666666666667,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,1,0,4.6
21,21,Statistics for Business Analytics and Data Science A-Z™,57959,10334,3,1.2023,1,1,10,349.9,1,6,41,6.033333333333333,Kirill Eremenko,2282141.0,59,4.5,1,2286300.0,148.0,4.6,1,0,0,4.5
22,22,Artificial Intelligence: Reinforcement Learning in Python,43293,9451,2,1.2023,1,1,6,279.9,0,14,111,14.716666666666667,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.6
23,23,Data Science: Deep Learning and Neural Networks in Python,51927,8774,1,1.2023,1,1,3,349.9,1,14,89,12.133333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.7
24,24,Tensorflow 2.0: Deep Learning and Artificial Intelligence,41149,8416,2,1.2023,1,1,1,399.9,1,21,136,23.45,Lazy Programmer Inc.,517587.0,32,4.6,1,182409.0,16.0,4.6,0,0,0,4.7
25,25,R Programming: Advanced Analytics In R For Data Science,58154,8272,3,1.2023,1,1,10,349.9,1,5,53,5.966666666666667,Kirill Eremenko,2282141.0,59,4.5,1,2286300.0,148.0,4.6,1,0,0,4.6
26,26,Interactive Python Dashboards with Plotly and Dash,43686,8021,1,9.2019,1,1,1,349.9,1,13,69,9.716666666666667,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.7
27,27,DP-900 Azure Data Fundamentals Exam Prep In One Day,39850,7698,2,11.2022,1,1,1,105.9,1,11,39,3.35,Scott Duffy  • 800.000+ Students,868230.0,49,4.5,1,845721.0,42.0,4.5,1,0,1,4.5
28,28,Natural Language Processing with Deep Learning in Python,42884,7227,1,1.2023,1,1,7,349.9,1,13,95,12.033333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
29,29,Complete Tensorflow 2 and Keras Deep Learning Bootcamp,42047,6921,1,6.2022,1,1,1,399.9,1,13,116,19.2,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.7
30,30,"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs",46106,6374,4,1.2023,1,1,11,349.9,1,12,85,11.083333333333334,Hadelin de Ponteves,1651425.0,42,4.5,1,2282141.0,59.0,4.5,1,0,0,4.2
31,31,Bayesian Machine Learning in Python: A/B Testing,33168,5804,1,1.2023,1,1,4,349.9,1,11,79,10.433333333333334,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
32,32,TensorFlow Developer Certificate in 2023: Zero to Mastery,44673,5916,3,1.2023,1,1,1,349.9,1,19,422,63.46666666666667,Andrei Neagoie,954385.0,26,4.6,1,120393.0,3.0,4.7,0,1,0,4.7
33,33,Probability and Statistics for Business and Data Science,30368,5790,1,9.2019,1,1,8,349.9,1,9,53,5.233333333333333,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.6
34,34,The Complete Machine Learning Course with Python,32874,5709,3,1.202,1,1,3,399.9,1,13,111,17.3,Codestars • over 2 million students worldwide!,2176009.0,81,4.5,1,69934.0,1.0,4.4,0,0,0,4.4
35,35,Deep Learning Prerequisites: Linear Regression in Python,30798,5647,1,1.2023,1,1,1,349.9,1,9,53,6.35,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,1,0,0,4.5
36,36,"Deep Learning: Advanced Computer Vision (GANs, SSD, +More!)",32154,5200,1,1.2023,1,1,7,349.9,1,16,110,15.633333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
37,37,Scala and Spark for Big Data and Machine Learning,30374,5146,1,9.2019,1,1,8,349.9,1,17,80,10.183333333333334,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.2
38,38,Deep Learning: Advanced Natural Language Processing and RNNs,27654,5119,1,1.2023,1,1,7,349.9,1,11,65,8.283333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.7
39,39,Machine Learning & Deep Learning in Python & R,358208,5055,1,11.2022,1,1,1,105.9,1,41,267,33.06666666666667,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.4
40,40,Deep Learning: Convolutional Neural Networks in Python,33672,4967,1,1.2023,1,1,7,349.9,1,15,74,12.966666666666667,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
41,41,Complete 2022 Data Science & Machine Learning Bootcamp,42106,4990,2,8.202,1,1,1,349.9,1,13,207,41.266666666666666,Philipp Muellauer,76657.0,1,4.6,1,1860120.0,9.0,4.7,0,1,0,4.6
42,42,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,28779,4941,4,1.2023,1,1,6,349.9,1,10,103,12.583333333333334,Kirill Eremenko,2282141.0,59,4.5,1,70150.0,4.0,4.5,1,0,0,4.6
43,43,Statistics for Data Analysis Using Excel 2016,21055,4903,1,12.2022,1,1,1,299.9,1,11,114,14.416666666666666,"Sandeep Kumar, ­ Quality Gurus Inc.",225340.0,35,4.6,0,0.0,0.0,0.0,1,0,0,4.5
44,44,Advanced AI: Deep Reinforcement Learning in Python,36190,4819,2,1.2023,1,1,5,105.9,0,12,79,10.65,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.6
45,45,Apache Spark 3 - Spark Programming in Python for Beginners,26663,4697,2,7.2021,1,1,7,69.9,1,10,61,6.6,Prashant Kumar Pandey,83598.0,12,4.6,1,83598.0,12.0,4.6,1,0,0,4.5
46,46,Cluster Analysis and Unsupervised Machine Learning in Python,24434,4635,2,1.2023,1,1,3,105.9,0,8,56,7.95,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
47,47,Intro to Data Science: Your Step-by-Step Guide To Starting,17967,4474,4,1.2023,1,1,1,349.9,1,7,41,5.216666666666667,Kirill Eremenko,2282141.0,59,4.5,1,1651425.0,42.0,4.5,0,0,0,4.4
48,48,Deployment of Machine Learning Models,28123,4384,2,12.2022,1,1,1,199.9,1,14,147,10.366666666666667,Soledad Galli,47773.0,7,4.6,1,29689.0,2.0,4.4,1,0,0,4.4
49,49,R Programming for Statistics and Data Science 2023,25237,4362,2,1.2021,1,1,1,349.9,1,12,126,6.683333333333334,365 Careers,2202206.0,91,4.6,1,191697.0,1.0,4.5,1,0,0,4.7
50,50,Deep Learning: Recurrent Neural Networks in Python,31485,4224,1,1.2023,1,1,6,349.9,1,13,73,12.916666666666666,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.7
51,51,Python & Machine Learning for Financial Analysis,96755,4052,2,7.2022,1,1,1,349.9,1,20,131,23.016666666666666,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,513669.0,70.0,4.5,0,0,0,4.4
52,52,Mathematical Foundations of Machine Learning,102460,3984,3,7.2022,1,1,3,349.9,1,11,113,16.416666666666668,Dr Jon Krohn,102807.0,2,4.5,1,2286300.0,148.0,4.6,0,0,0,4.6
53,53,Deep Learning Prerequisites: Logistic Regression in Python,28106,3803,1,1.2023,1,1,3,349.9,1,11,59,6.85,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,1,0,0,4.7
54,54,The Complete Self-Driving Car Course - Applied Deep Learning,21756,3750,4,5.2021,1,1,5,349.9,1,14,171,18.116666666666667,Rayan Slim,172579.0,7,4.6,1,75275.0,2.0,4.6,0,0,0,4.5
55,55,PyTorch for Deep Learning with Python Bootcamp,24445,3724,1,9.2019,1,1,1,399.9,1,12,97,17.0,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,1,0,0,4.6
56,56,Unsupervised Machine Learning Hidden Markov Models in Python,25340,3663,2,1.2023,1,1,1,105.9,0,13,64,9.8,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
57,57,Introduction to Natural Language Processing (NLP),13754,3579,1,3.2018,1,1,1,349.9,1,8,41,3.0,Brian Sacash,13754.0,1,4.7,0,0.0,0.0,0.0,0,0,0,4.7
58,58,Streaming Big Data with Spark Streaming and Scala,25446,3359,3,10.2022,1,1,1,69.9,1,9,38,6.433333333333334,Sundog Education by Frank Kane,676991.0,33,4.6,1,626100.0,26.0,4.6,0,0,0,4.2
59,59,Artificial Intelligence for Business,24163,3323,4,1.2023,1,1,7,349.9,1,18,117,15.066666666666666,Hadelin de Ponteves,1651425.0,42,4.5,1,2282141.0,59.0,4.5,0,0,0,4.4
60,60,AWS Certified Machine Learning Specialty (MLS-C01),27505,3286,1,12.2022,1,1,1,349.9,1,26,259,17.85,Chandra Lingam,109614.0,10,4.5,0,0.0,0.0,0.0,1,0,1,4.5
61,61,Deep Learning with Python and Keras,23217,3108,3,12.2018,1,1,3,349.9,1,9,148,9.933333333333334,Data Weekends,24456.0,3,4.6,1,3197878.0,58.0,4.6,0,0,0,4.7
62,62,An Introduction to Machine Learning for Data Engineers,9506,3046,1,2.2022,1,1,1,69.9,1,7,46,1.1666666666666667,Mike West,238461.0,50,4.3,0,0.0,0.0,0.0,1,0,0,4.4
63,63,R Level 1 - Data Analytics with R,15339,3016,1,4.2019,1,1,1,349.9,1,9,87,8.7,R-Tutorials Training,265442.0,24,4.4,0,0.0,0.0,0.0,0,0,0,4.6
64,64,Data Science: Modern Deep Learning in Python,32798,2980,1,1.2023,1,1,7,349.9,1,21,89,11.383333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.7
65,65,Artificial Intelligence & Machine Learning for Business,10302,2956,1,6.2019,1,1,1,349.9,1,15,48,5.7,Analytics Vidhya,29454.0,4,4.5,0,0.0,0.0,0.0,1,0,0,4.5
66,66,Machine Learning with Javascript,27655,2877,1,12.2022,1,1,3,349.9,1,15,187,17.666666666666668,Stephen Grider,1190033.0,31,4.6,0,0.0,0.0,0.0,1,0,0,4.7
67,67,R Programming For Absolute Beginners,154292,2825,1,6.2017,1,1,1,139.9,1,11,119,9.533333333333333,Bogdan Anastasiei,297155.0,14,4.5,0,0.0,0.0,0.0,0,0,0,4.7
68,68,Python-Introduction to Data Science and Machine learning A-Z,252980,2804,1,12.2022,1,1,1,349.9,1,9,53,7.35,Yassin Marco,1284859.0,24,4.2,0,0.0,0.0,0.0,0,0,0,4.1
69,69,Feature Engineering for Machine Learning,19129,2775,1,1.2023,1,1,1,349.9,1,19,138,10.583333333333334,Soledad Galli,47773.0,7,4.6,0,0.0,0.0,0.0,0,0,0,4.7
70,70,Machine Learning Practical: 6 Real-World Applications,19604,2667,4,1.2023,1,1,1,349.9,1,8,82,8.616666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,2286300.0,148.0,4.6,0,0,0,4.5
71,71,Data Science 2022 : Complete Data Science & Machine Learning,17557,2621,2,10.2021,1,1,1,349.9,1,30,281,25.8,Jitesh Khurkhuriya,55884.0,5,4.5,1,55461.0,4.0,4.5,1,0,0,4.6
72,72,Data Science: Supervised Machine Learning in Python,19901,2597,2,1.2023,1,1,1,105.9,0,12,53,6.4,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
73,73,Deep Learning: GANs and Variational Autoencoders,24507,2607,2,1.2023,1,1,1,105.9,0,9,54,7.766666666666667,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.6
74,74,Careers in Data Science A-Z™,12673,2523,4,1.2023,1,1,1,349.9,1,8,51,3.5666666666666664,Kirill Eremenko,2282141.0,59,4.5,1,1651425.0,42.0,4.5,0,0,0,4.5
75,75,Python for Statistical Analysis,53304,2524,3,12.2022,1,1,1,349.9,1,6,56,8.633333333333333,Samuel Hinton,88971.0,4,4.6,1,2286300.0,148.0,4.6,0,0,0,4.6
76,76,Introduction to Time Series Analysis and Forecasting in R,12941,2504,1,3.2019,1,1,1,349.9,1,8,74,8.533333333333333,R-Tutorials Training,265442.0,24,4.4,0,0.0,0.0,0.0,1,0,0,4.2
77,77,Data Science Career Guide - Interview Preparation,20057,2436,1,9.2019,1,1,7,349.9,1,12,110,4.0,Jose Portilla,3197878.0,58,4.6,0,0.0,0.0,0.0,0,0,0,4.6
78,78,The Beginner's Guide to Artificial Intelligence (Unity 2022),38550,2298,2,8.2022,1,1,3,69.9,1,23,185,30.166666666666668,Penny de Byl,141656.0,30,4.6,1,141656.0,30.0,4.6,1,0,0,4.7
79,79,Complete Machine Learning with R Studio - ML for 2022,254855,2264,1,11.2022,1,1,1,105.9,1,22,112,11.983333333333333,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.4
80,80,Deep Learning with TensorFlow 2.0 [2023],19938,2225,2,11.202,1,1,7,349.9,1,16,111,5.916666666666667,365 Careers,2202206.0,91,4.6,1,715500.0,3.0,4.6,1,0,0,4.4
81,81,Unsupervised Deep Learning in Python,19670,2133,2,1.2023,1,1,1,123.9,0,14,79,10.166666666666666,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
82,82,Machine Learning- From Basics to Advanced,278793,1935,2,4.202,1,1,0,259.9,1,5,16,6.816666666666666,EdYoda Digital University,1042101.0,15,4.3,1,278793.0,1.0,4.2,0,0,0,4.2
83,83,"Ensemble Machine Learning in Python: Random Forest, AdaBoost",14672,1907,2,1.2023,1,1,1,105.9,0,10,44,5.7,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.6
84,84,Statistics for Data Analysis Using R,10312,1896,1,9.2021,1,1,1,299.9,1,10,111,12.416666666666666,"Sandeep Kumar, ­ Quality Gurus Inc.",225340.0,35,4.6,0,0.0,0.0,0.0,0,0,0,4.6
85,85,Docker Course for Beginners,166459,1890,1,6.202,1,1,1,105.9,1,3,11,1.45,EdYoda Digital University,1042101.0,15,4.3,0,0.0,0.0,0.0,0,0,0,4.1
86,86,A Beginner's Guide To Machine Learning with Unity,22024,1855,2,8.2021,1,1,1,69.9,1,10,76,13.05,Penny de Byl,141656.0,30,4.6,1,141656.0,30.0,4.6,1,0,0,4.5
87,87,Feature Selection for Machine Learning,13330,1859,1,6.2022,1,1,1,329.9,1,12,87,5.816666666666666,Soledad Galli,47773.0,7,4.6,0,0.0,0.0,0.0,1,0,0,4.6
88,88,A Complete Guide on TensorFlow 2.0 using Keras API,53281,1849,4,1.2023,1,1,1,349.9,1,18,133,13.083333333333334,Hadelin de Ponteves,1651425.0,42,4.5,1,2286300.0,148.0,4.6,1,0,0,4.1
89,89,PyTorch for Deep Learning and Computer Vision,11596,1845,4,9.202,1,1,1,399.9,1,15,101,14.233333333333333,Rayan Slim,172579.0,7,4.6,1,164408.0,8.0,4.6,0,0,0,4.6
90,90,Data Integration Guide,6146,1899,1,12.2022,1,1,1,139.9,1,11,39,2.2666666666666666,Ahmed Fessi,7952.0,2,4.5,0,0.0,0.0,0.0,1,0,0,4.5
91,91,Complete Data Science Training with Python for Data Analysis,9535,1774,1,10.2021,1,1,1,349.9,1,13,124,12.933333333333334,Minerva Singh,90904.0,49,4.4,0,0.0,0.0,0.0,1,0,0,4.3
92,92,"Complete & Practical SAS, Statistics & Data Analysis Course",10651,1686,1,12.2018,1,1,1,319.9,1,21,171,16.6,Shenggang Li,17406.0,3,4.2,0,0.0,0.0,0.0,0,0,0,4.7
93,93,"Data Manipulation in Python: Master Python, Numpy & Pandas",120594,1698,1,4.2022,1,1,1,179.9,1,9,107,3.7666666666666666,Meta Brains,339688.0,32,4.2,0,0.0,0.0,0.0,1,0,0,4.3
94,94,Practical Deep Learning with PyTorch,6610,1679,1,10.2018,1,1,1,349.9,1,11,58,6.433333333333334,Deep Learning Wizard,6610.0,1,4.1,0,0.0,0.0,0.0,0,0,0,4.1
95,95,Data Manipulation in Python: A Pandas Crash Course,37926,1662,1,4.2021,1,1,1,349.9,1,9,57,8.783333333333333,Samuel Hinton,88971.0,4,4.6,0,0.0,0.0,0.0,0,0,0,4.7
96,96,Cutting-Edge AI: Deep Reinforcement Learning in Python,27242,1655,1,1.2023,1,1,1,349.9,1,9,50,8.533333333333333,Lazy Programmer Inc.,517587.0,32,4.6,0,0.0,0.0,0.0,0,0,0,4.6
97,97,Learn Python for Data Science & Machine Learning from A-Z,112458,1654,2,10.2021,1,1,1,349.9,1,20,140,22.9,Juan E. Galvan,513784.0,15,4.4,1,182714.0,2.0,4.3,0,0,0,4.4
98,98,Machine Learning: Natural Language Processing in Python (V2),8625,1690,2,1.2023,1,1,1,699.9,1,22,153,22.183333333333334,Lazy Programmer Inc.,517587.0,32,4.6,1,182409.0,16.0,4.6,0,0,0,4.6
99,99,PyTorch: Deep Learning and Artificial Intelligence,6800,1584,2,1.2023,1,1,1,279.9,0,22,146,24.1,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
100,100,Applied Statistical Modeling for Data Analysis in R,10316,1538,1,10.2022,1,1,1,349.9,1,9,72,9.816666666666666,Minerva Singh,90904.0,49,4.4,0,0.0,0.0,0.0,1,0,0,4.4
101,101,Artificial Intelligence in Web Design + Live Class,195271,1539,2,12.2022,1,1,1,69.9,1,3,22,3.8166666666666664,Srinidhi Ranganathan,928631.0,121,3.9,1,630683.0,46.0,4.0,0,0,0,4.5
102,102,Artificial Intelligence Masterclass,14791,1526,4,1.2023,1,1,1,349.9,1,13,88,11.983333333333333,Hadelin de Ponteves,1651425.0,42,4.5,1,2282141.0,59.0,4.5,0,0,0,4.5
103,103,Apache Spark 3 - Databricks Certified Associate Developer,8972,1520,1,5.2022,1,1,1,179.9,1,6,35,4.533333333333333,Wadson Guimatsa,27509.0,4,4.4,0,0.0,0.0,0.0,1,0,1,4.3
104,104,Modern Natural Language Processing in Python,47610,1496,3,11.2021,1,1,1,349.9,1,5,38,5.766666666666667,Martin Jocqueviel,55757.0,6,4.5,1,2286300.0,148.0,4.6,0,0,0,4.4
105,105,Hands On Natural Language Processing (NLP) using Python,8983,1479,1,9.2019,1,1,1,349.9,1,11,93,10.55,Next Edge Coding,21798.0,3,4.2,0,0.0,0.0,0.0,1,0,0,4.3
106,106,Databricks Fundamentals & Apache Spark Core,18742,1481,1,9.2021,1,1,1,349.9,1,7,71,12.133333333333333,Wadson Guimatsa,27509.0,4,4.4,0,0.0,0.0,0.0,0,0,0,4.5
107,107,"The Complete Neural Networks Bootcamp: Theory, Applications",12678,1472,1,11.2021,1,1,1,349.9,1,39,306,43.78333333333333,Fawaz Sammani,57694.0,3,4.4,0,0.0,0.0,0.0,0,0,0,4.4
108,108,Apache Cassandra in 2 hours,10280,1465,1,11.2021,1,1,1,69.9,1,7,26,2.0,Navdeep Kaur,52054.0,8,4.4,0,0.0,0.0,0.0,0,0,0,4.3
109,109,Looker and LookML - The Complete Course for Beginners,7734,1479,1,1.2023,1,1,1,349.9,1,16,96,8.9,George Smarts,68487.0,27,4.5,0,0.0,0.0,0.0,0,0,0,4.5
110,110,AWS SageMaker Practical for Beginners | Build 6 Projects,9141,1453,4,4.2021,1,1,1,349.9,1,8,109,16.233333333333334,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,2286300.0,148.0,4.6,1,0,0,4.5
111,111,A deep understanding of deep learning (with Python intro),13631,1460,1,1.2023,1,1,1,69.9,1,32,265,57.31666666666667,Mike X Cohen,194931.0,23,4.6,0,0.0,0.0,0.0,0,0,0,4.8
112,112,Machine Learning Practical Workout | 8 Real-World Projects,15035,1410,4,1.2023,1,1,1,349.9,1,11,90,14.233333333333333,"Dr. Ryan Ahmed, Ph.D., MBA",319769.0,46,4.5,1,2286300.0,148.0,4.6,0,0,0,4.4
113,113,Deep Learning Foundation : Linear Regression and Statistics,9200,1361,1,2.2021,1,1,1,69.9,1,8,44,6.516666666666667,Jay Bhatt,28546.0,3,3.9,0,0.0,0.0,0.0,0,0,0,3.4
114,114,Complete Linear Regression Analysis in Python,156385,1350,1,11.2022,1,1,1,69.9,1,9,75,7.466666666666667,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.3
115,115,Artificial Intelligence in Digital Marketing + Live Class,154865,1347,2,1.2023,1,1,1,69.9,1,6,70,11.016666666666667,Srinidhi Ranganathan,928631.0,121,3.9,1,630683.0,46.0,4.0,1,0,0,3.9
116,116,Statistics / Data Analysis in SPSS: Inferential Statistics,8660,1340,1,6.2015,1,1,1,329.9,1,9,32,4.85,Quantitative  Specialists,24456.0,9,4.5,0,0.0,0.0,0.0,1,0,0,4.6
117,117,Time Series Analysis and Forecasting using Python,145511,1327,1,11.2022,1,1,1,105.9,1,28,100,13.3,Start-Tech Academy,1573735.0,52,4.5,0,0.0,0.0,0.0,0,0,0,4.3
118,118,Scraping and Data Mining for Beginners and Pros,29276,1305,1,10.2022,1,1,1,349.9,1,7,13,1.0333333333333334,Ala Shiban,56448.0,4,4.3,0,0.0,0.0,0.0,0,0,0,4.2
119,119,Learn Data Science & Machine Learning with R from A-Z,94970,1304,2,1.2021,1,1,1,349.9,1,15,80,28.65,Juan E. Galvan,513784.0,15,4.4,1,115021.0,2.0,4.3,0,0,0,4.5
120,120,Learn DBT from Scratch,6696,1299,1,8.202,1,1,1,69.9,1,6,31,3.05,Jeremy Holtzman,6843.0,3,4.3,0,0.0,0.0,0.0,1,0,0,4.3
121,121,PySpark & AWS: Master Big Data With PySpark and AWS,9107,1268,2,1.2023,1,1,1,349.9,1,9,197,19.416666666666668,AI Sciences,43894.0,23,4.3,1,24001.0,23.0,4.3,1,0,0,4.3
122,122,"Time Series Analysis, Forecasting, and Machine Learning",4881,1270,2,1.2023,1,1,1,279.9,0,17,171,22.85,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.7
123,123,Financial Engineering and Artificial Intelligence in Python,6197,1244,2,1.2023,1,1,1,279.9,0,16,147,21.466666666666665,Lazy Programmer Team,182409.0,16,4.6,1,517587.0,32.0,4.6,0,0,0,4.8
124,124,Mathematical Foundation For Machine Learning and AI,7269,1233,2,12.2018,1,1,0,179.9,1,5,19,4.266666666666667,Eduonix Learning Solutions,1250579.0,237,3.9,1,1225182.0,170.0,3.9,0,0,0,4.1
125,125,Deploying AI & Machine Learning Models for Business | Python,6595,1242,1,6.2018,1,1,1,179.9,1,8,54,4.2,UNP United Network of Professionals,25546.0,2,4.6,0,0.0,0.0,0.0,1,0,0,4.7
126,126,Full stack web development and AI with Python (Django),8251,1225,1,7.202,1,1,1,349.9,1,19,389,39.483333333333334,John Harper,13412.0,5,4.3,0,0.0,0.0,0.0,1,0,0,4.4
