,Unnamed: 0,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
269,269,The Complete Artificial Intelligence for Cyber Security 2022,1464,142,1,8.2022,1,1,1,349.9,1,10,99,14.366666666666667,Hoang Quy La,4972.0,13,4.0,0,0.0,0.0,0.0,0,0,0,4.0
270,270,Byte-Sized-Chunks: Recommendation Systems,3222,140,1,3.2016,1,1,1,349.9,1,2,20,4.266666666666667,Loony Corn,154875.0,67,4.2,0,0.0,0.0,0.0,0,0,0,3.9
271,271,Deep Learning for NLP with TensorFlow,1173,140,1,7.2019,1,1,1,123.9,1,4,45,8.3,CARLOS QUIROS,10326.0,7,4.0,0,0.0,0.0,0.0,0,0,0,4.1
272,272,"Full Stack Data Science with Python, Numpy and R Programming",15374,140,1,1.2023,1,1,1,349.9,1,38,236,30.3,Oak Academy,275303.0,256,4.5,0,0.0,0.0,0.0,1,0,0,4.4
273,273,Introduction to Spacy 3 for Natural Language Processing,6981,142,1,12.2022,1,1,1,69.9,1,3,26,4.05,Laxmi Kant,47656.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.2
274,274,Optimization Using Pattern Search Method: MATLAB Programming,19979,139,1,7.2022,1,1,1,105.9,1,3,21,0.8,Karthik K,39759.0,13,4.3,0,0.0,0.0,0.0,1,0,1,4.1
275,275,Get started with GIS & Remote Sensing in QGIS #Beginners,6385,138,1,11.2022,1,1,1,69.9,1,5,21,2.65,Kate Alison,81437.0,34,4.2,0,0.0,0.0,0.0,0,0,0,4.4
276,276,Text Mining and NLP using R and Python,1587,138,1,8.2018,1,1,1,179.9,1,5,29,3.5833333333333335,ExcelR Solutions,15154.0,8,3.9,0,0.0,0.0,0.0,1,0,0,3.2
277,277,Professional Certificate in Data Mining & Machine Learning,905,140,1,10.2022,1,1,1,349.9,1,51,252,55.8,Academy of Computing & Artificial Intelligence,169329.0,19,4.0,0,0.0,0.0,0.0,0,0,0,4.0
278,278,Data science on COVID-19 / CORONA virus spread data,738,137,1,12.2021,1,1,1,69.9,1,13,66,7.416666666666667,Frank Kienle,5427.0,3,4.2,0,0.0,0.0,0.0,0,0,0,4.8
279,279,Azure Cloud Azure Databricks Apache Spark Machine learning,753,137,1,5.202,1,1,1,69.9,1,11,74,8.683333333333334,Bigdata Engineer,753.0,1,2.4,0,0.0,0.0,0.0,0,0,0,2.4
280,280,Explainable Al (XAI) with Python,2040,139,1,7.2022,1,1,1,69.9,1,13,56,7.95,Parteek Bhatia,34095.0,8,4.4,0,0.0,0.0,0.0,1,0,0,4.5
281,281,Machine Learning Applied to Stock & Crypto Trading - Python,1779,142,1,7.2022,1,1,1,539.9,1,13,108,17.4,Shaun McDonogh,8764.0,7,4.7,0,0.0,0.0,0.0,0,0,0,4.6
282,282,Machine Learning for Beginners with 6 Real World Projects,13461,137,1,11.2022,1,1,1,319.9,1,4,23,2.2,Eshgin Guluzade,18014.0,3,4.6,0,0.0,0.0,0.0,0,0,0,4.4
283,283,Deploying machine learning models with flask for beginners,580,136,1,12.2022,1,1,1,349.9,1,2,18,2.5166666666666666,Dan We,81901.0,63,4.5,0,0.0,0.0,0.0,0,0,0,4.4
284,284,The Ultimate Beginners Guide to Natural Language Processing,7050,136,2,2.2022,1,1,1,69.9,1,5,49,6.066666666666666,Jones Granatyr,162760.0,89,4.6,1,155421.0,88.0,4.6,0,0,0,4.7
285,285,Applied Machine Learning without coding using Orange 3,692,139,1,7.202,1,1,1,69.9,1,13,58,10.066666666666666,Yannis Faitakis,692.0,1,4.4,0,0.0,0.0,0.0,0,0,0,4.4
286,286,Big Data & Business Intelligence,851,135,1,12.2016,1,1,1,123.9,1,6,35,4.266666666666667,Michael McDonald,1102.0,2,4.2,0,0.0,0.0,0.0,0,0,0,4.2
287,287,Pandas with Python for Data Science,23426,134,1,7.2021,1,1,1,349.9,1,5,58,5.916666666666667,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,4.3
288,288,Fundamentals of Machine Learning with Python Implementation.,19159,134,1,7.202,1,1,1,349.9,1,11,28,6.833333333333333,Three Millennials,85946.0,8,3.3,0,0.0,0.0,0.0,0,0,0,3.4
289,289,Data Engineer with Google Dataflow and Apache Beam,734,137,1,7.2022,1,1,1,69.9,1,3,21,2.3333333333333335,Cassio Alessandro de Bolba,1561.0,2,4.4,0,0.0,0.0,0.0,0,0,0,4.3
290,290,Comprehensive Linear Modeling with R,2237,133,1,9.202,1,1,1,329.9,1,12,104,14.266666666666667,"Geoffrey Hubona, Ph.D.",31895.0,26,4.1,0,0.0,0.0,0.0,0,0,0,3.9
291,291,Recommendation Engine Bootcamp with 3 Capstone Projects,14488,135,1,3.2022,1,1,1,69.9,1,10,69,4.383333333333334,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,3.7
292,292,Convolutional Neural Networks for Medical Images Diagnosis,508,135,1,6.202,1,1,1,69.9,1,9,29,1.4833333333333334,Hussein Samma,549.0,2,4.1,0,0.0,0.0,0.0,1,0,0,4.7
293,293,Applied Machine Learning For Healthcare,914,133,2,12.2018,1,1,1,179.9,1,6,19,4.933333333333334,Eduonix Learning Solutions,1250596.0,237,3.9,1,1225198.0,170.0,3.9,0,0,0,4.0
294,294,YOLO: Automatic License Plate Detection & Extract text App,924,132,2,10.2022,1,1,1,349.9,1,11,74,5.45,Data Science Anywhere,81563.0,16,4.4,1,81516.0,13.0,4.4,0,0,0,4.5
295,295,Detect Fraud and Predict the Stock Market with TensorFlow,1161,129,2,1.2019,1,1,1,349.9,1,6,42,6.85,Mammoth Interactive,381289.0,275,4.3,1,519351.0,304.0,4.3,0,0,0,4.2
296,296,Basics of Artificial Intelligence for beginners (AI),6975,128,1,1.202,1,1,1,69.9,1,1,17,2.216666666666667,Dr. Dheeraj Mehrotra,204239.0,449,3.5,0,0.0,0.0,0.0,0,0,0,3.4
297,297,Supercharged Web Scraping with Asyncio and Python,30580,128,1,4.2021,1,1,1,349.9,1,6,22,3.216666666666667,Justin Mitchel,787696.0,31,4.3,0,0.0,0.0,0.0,0,0,0,4.2
298,298,Guide to Careers in Data Science - Interview Hacks [2023],24597,127,1,11.2022,1,1,1,69.9,1,18,106,1.8833333333333333,Nizamuddin Siddiqui,56332.0,6,4.1,0,0.0,0.0,0.0,0,0,0,4.3
299,299,Object Tracking using Python and OpenCV,1379,130,3,2.2022,1,1,1,69.9,1,3,34,4.733333333333333,Jones Granatyr,162760.0,89,4.6,1,4723.0,5.0,4.6,0,0,0,4.5
300,300,Machine Learning  & Tensorflow - Google Cloud Approach,654,126,1,4.2018,1,1,1,159.9,1,5,30,2.8,Notez (Rent a Mind),15192.0,6,3.6,0,0.0,0.0,0.0,0,0,0,2.7
301,301,R Programming for Data Science and Machine Learning,1374,125,1,8.2022,1,1,1,179.9,1,4,87,7.316666666666666,The Tech X Learners,3855.0,2,4.5,0,0.0,0.0,0.0,0,0,0,4.4
302,302,SVM for Beginners: Support Vector Machines in R Studio,56195,126,1,11.2022,1,1,1,69.9,1,9,50,5.1,Start-Tech Academy,1573819.0,52,4.5,0,0.0,0.0,0.0,1,0,0,4.5
303,303,Mastering Time Series Forecasting with Python,22150,126,3,1.2022,1,1,1,349.9,1,14,119,11.633333333333333,Data Science Anywhere,81563.0,16,4.4,1,73622.0,5.0,4.2,0,0,0,4.2
304,304,SuperMinds: The Future of Artificial Intelligence (AI),31382,125,2,12.2022,1,1,1,69.9,1,1,8,0.6333333333333333,Srinidhi Ranganathan,928709.0,121,3.9,1,737357.0,73.0,3.9,0,0,0,3.6
305,305,Master Data Mining in Data Science & Machine Learning,16926,125,1,3.2022,1,1,1,89.9,1,12,85,5.883333333333333,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,0,0,0,4.3
306,306,The Complete Data Science Project Management Course,343,124,1,9.2018,1,1,1,105.9,1,9,39,1.3333333333333333,HiTech Squad,20816.0,3,3.9,0,0.0,0.0,0.0,1,0,0,3.6
307,307,Most Effective Tips to get your Dream Data Science Job,31097,125,1,1.2022,1,1,1,105.9,1,11,58,2.5833333333333335,Prince Patni,201332.0,31,4.1,0,0.0,0.0,0.0,0,0,0,4.5
308,308,Data Science for Marketing Analytics,814,123,1,8.2019,1,1,1,349.9,1,9,45,4.55,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.1
309,309,2022 Python for Linear Regression in Machine Learning,2803,122,1,12.2022,1,1,1,69.9,1,11,138,14.583333333333334,Laxmi Kant,47656.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.6
310,310,Deep learning for image segmentation using Tensorflow 2,541,123,1,6.2022,1,1,1,105.9,1,8,49,4.716666666666667,Nour Islam Mokhtari,4586.0,3,4.3,0,0.0,0.0,0.0,1,0,0,3.9
311,311,Build and Deploy Machine Learning App in Cloud with Python,19994,121,2,3.2022,1,1,1,349.9,1,9,56,6.3,Data Science Anywhere,81563.0,16,4.4,1,81516.0,13.0,4.4,0,0,0,4.2
312,312,"Master Machine Learning , Deep Learning with Python",6500,120,1,6.2019,1,1,1,89.9,1,15,117,5.15,Vishal Kumar Singh,35937.0,2,3.6,0,0.0,0.0,0.0,1,0,0,3.5
313,313,Data Augmentation in NLP,24528,120,1,12.202,1,1,1,69.9,1,7,12,0.85,Prathamesh Dahale,24534.0,1,3.7,0,0.0,0.0,0.0,0,0,0,3.7
314,314,Optimization (pyomo) for Energy Investments using Python,808,119,1,1.2023,1,1,0,179.9,1,8,52,4.15,Dr. Giannelos,3202.0,18,4.9,0,0.0,0.0,0.0,0,0,0,4.8
315,315,Automated Machine Learning for Beginners (Google & Apple),30271,120,1,6.2022,1,1,1,319.9,1,13,92,3.5666666666666664,AIBrain Inc.,30270.0,1,4.5,0,0.0,0.0,0.0,1,0,0,4.5
316,316,Search Algorithms in Artificial Intelligence with Java,2109,116,2,1.2021,1,1,1,279.9,1,5,25,10.366666666666667,Tim Buchalka's Learn Programming Academy,1726113.0,56,4.5,1,15590.0,8.0,4.6,0,0,0,4.5
317,317,Data Wrangling in Pandas for Machine Learning Engineers,790,115,1,1.202,1,1,1,69.9,1,7,89,1.75,Mike West,238476.0,50,4.3,0,0.0,0.0,0.0,1,0,0,4.4
318,318,Big Data Analytics in Telecommunication,468,115,1,11.2017,1,1,1,349.9,1,8,27,1.0,RankOne Consulting,1960.0,6,3.5,0,0.0,0.0,0.0,1,0,1,3.3
319,319,Machine Learning with SciKit-Learn with Python,27641,114,1,7.2021,1,1,1,349.9,1,10,54,8.383333333333333,Exam Turf,137454.0,30,4.0,0,0.0,0.0,0.0,0,0,0,3.9
320,320,Conversational AI (Chatbots) and NLP using Javascript,2934,114,1,12.202,1,1,1,349.9,1,11,86,9.283333333333333,Jesús Seijas,2934.0,1,4.2,0,0.0,0.0,0.0,0,0,0,4.2
321,321,Understanding Regression Techniques,3447,113,1,6.2019,1,1,1,209.9,1,15,89,7.166666666666667,Najib Mozahem,9779.0,7,4.6,0,0.0,0.0,0.0,0,0,0,4.5
322,322,Learning Path: Python: Predictive Analysis with Python,663,112,1,10.2017,1,1,1,349.9,1,4,86,8.366666666666667,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.9
323,323,Mathematics for Data Science and Machine Learning using R,839,112,2,7.2019,1,1,1,139.9,1,5,65,10.666666666666666,Eduonix Learning Solutions,1250596.0,237,3.9,1,1225198.0,170.0,3.9,0,0,0,4.7
324,324,"Python Programming: Machine Learning, Deep Learning | Python",10165,111,2,1.2023,1,1,1,349.9,1,14,146,21.233333333333334,Oak Academy,275303.0,256,4.5,1,48095.0,17.0,4.6,1,0,0,4.6
325,325,More Data Mining with R,2562,111,1,8.202,1,1,1,349.9,1,9,67,10.566666666666666,"Geoffrey Hubona, Ph.D.",31895.0,26,4.1,0,0.0,0.0,0.0,0,0,0,2.9
326,326,Python NumPy For Absolute Beginners,8934,110,1,8.202,1,1,1,69.9,1,4,13,1.2833333333333332,Eftekher Husain,23018.0,2,4.0,0,0.0,0.0,0.0,0,0,0,3.9
327,327,Mastering FinTech and Machine Learning!,1371,111,2,8.2019,1,1,1,349.9,1,52,405,110.1,Mammoth Interactive,381289.0,275,4.3,1,519351.0,304.0,4.3,0,0,0,3.4
328,328,Deep Learning : Computer Vision Beginner to Advanced Pytorch,7819,110,1,1.2023,1,1,1,69.9,1,12,71,7.583333333333333,Manifold AI Learning ®,19197.0,7,4.4,0,0.0,0.0,0.0,1,0,0,4.0
329,329,Practical Statistics 2023 for Data Science with Python and R,1408,110,1,12.2022,1,1,1,349.9,1,17,39,15.283333333333333,MG Analytics,5620.0,3,4.6,0,0.0,0.0,0.0,0,0,0,4.3
330,330,Machine Learning in Python Level 1: Beginner,1641,130,2,1.2023,1,1,1,699.9,1,5,52,3.65,Hadelin de Ponteves,1651693.0,42,4.5,1,2282528.0,59.0,4.5,1,0,0,4.6
331,331,Machine Learning and Data Mining with Weka - For Beginners,2647,107,1,11.2022,1,1,1,123.9,1,15,57,2.35,Shadi Oweda,5709.0,5,3.6,0,0.0,0.0,0.0,1,0,1,3.5
332,332,Machine Learning Projects for Beginners: Work on 10 Projects,847,110,1,12.2022,1,1,1,349.9,1,11,59,9.283333333333333,Vijay Gadhave,60029.0,9,4.5,0,0.0,0.0,0.0,0,0,0,4.6
333,333,Build Chatbot using RASA 2x in 2021,923,106,1,1.2021,1,1,1,105.9,1,6,26,2.2,Aqib Ahmed,923.0,1,4.1,0,0.0,0.0,0.0,0,0,0,4.1
334,334,Machine Learning Projects A-Z : Kaggle and Real World Pro,1449,106,1,2.2019,1,1,1,349.9,1,7,59,7.95,Geekshub Pvt Ltd,4059.0,5,4.3,0,0.0,0.0,0.0,0,0,0,3.8
335,335,The Ultimate Beginners Guide to Genetic Algorithms In Python,1597,109,3,2.2022,1,1,1,69.9,1,4,35,4.833333333333333,Jones Granatyr,162760.0,89,4.6,1,7504.0,8.0,4.6,0,0,0,4.5
336,336,Python: A-Z Artificial Intelligence with Python: 5-in-1,703,105,1,5.2018,1,1,1,349.9,1,5,130,8.35,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,3.6
337,337,Game Devs Unleash Artificial Intelligence: Flocking Agents,1280,105,1,10.2017,1,1,1,349.9,1,6,27,2.4,Razvan Pistolea,10281.0,2,4.3,0,0.0,0.0,0.0,0,0,0,4.3
338,338,R Programming 2023(Novice to Ninja ):5 Real World Projects!!,846,104,1,11.2022,1,1,1,349.9,1,30,49,22.25,MG Analytics,5620.0,3,4.6,0,0.0,0.0,0.0,0,0,0,4.5
339,339,Statistical Thinking and Data Science with R.,16466,103,1,11.2022,1,1,1,329.9,1,15,222,24.366666666666667,Haytham Omar,56529.0,14,4.3,0,0.0,0.0,0.0,1,0,0,4.5
340,340,Machine Learning with Python (beginner to guru),24748,103,1,10.202,1,1,1,349.9,1,11,30,24.05,Uplatz Training,384700.0,162,3.6,0,0.0,0.0,0.0,0,0,0,4.0
341,341,Interactive Data Visualization With R Shiny,682,105,1,6.2021,1,1,1,319.9,1,9,78,5.35,Nathaniel Whittingham,682.0,1,4.2,0,0.0,0.0,0.0,0,0,0,4.2
342,342,"Machine Learning, Deep Learning & Neural Networks in Matlab",489,103,2,3.202,1,1,1,179.9,1,2,22,4.066666666666666,Eliott Wertheimer,12273.0,7,4.2,1,489.0,1.0,4.3,0,0,0,4.3
343,343,Learn Data Science Basics,9929,102,1,9.2019,1,1,1,69.9,1,1,10,1.0833333333333333,Dr. Dheeraj Mehrotra,204239.0,449,3.5,0,0.0,0.0,0.0,0,0,0,3.2
344,344,Pig For Wrangling Big Data,3359,101,1,11.2016,1,1,1,349.9,1,9,35,5.4,Loony Corn,154875.0,67,4.2,0,0.0,0.0,0.0,0,0,0,3.7
345,345,Artificial Intelligence & Machine Learning from scratch,2085,102,2,12.202,1,1,1,349.9,1,10,26,6.25,Dr. Long Nguyen,2085.0,1,4.7,1,6619.0,2.0,4.4,1,0,0,4.7
346,346,Linear Regression: Absolute Fundamentals,10271,101,1,8.2022,1,1,0,105.9,1,1,10,1.95,Sujithkumar MA,212457.0,34,4.3,0,0.0,0.0,0.0,0,0,0,4.2
347,347,Create a Text Generation Web App with 100% Python (NLP),739,104,2,12.2022,1,1,1,105.9,1,7,36,1.9333333333333333,Vennify Inc.,784.0,2,4.4,1,784.0,2.0,4.4,1,0,0,4.2
348,348,Applied Mathematical Optimization,1389,100,1,1.2023,1,1,0,179.9,1,8,30,2.6666666666666665,Dr. Giannelos,3202.0,18,4.9,0,0.0,0.0,0.0,1,0,0,4.8
349,349,Artificial Intelligence #6 : LSTM Neural Networks with Keras,1562,99,1,11.2018,1,1,1,329.9,1,6,27,2.05,Sobhan N.,22210.0,15,3.4,0,0.0,0.0,0.0,0,0,0,2.9
350,350,Python for Data Science Bootcamp 2023: From Zero to Hero,674,101,1,6.2022,1,1,1,123.9,1,15,124,17.433333333333334,Frank Andrade,5185.0,6,4.6,0,0.0,0.0,0.0,0,0,0,4.6
351,351,"Machine Learning Model Deployment with Flask, React & NodeJS",985,99,4,9.2021,1,1,1,699.9,1,9,58,3.966666666666667,Jordan Sauchuk,259802.0,7,4.4,1,2230572.0,104.0,4.6,1,0,0,3.9
352,352,Statistics for Data science,3516,97,1,7.2019,1,1,1,69.9,1,8,5,1.15,Shivprasad Koirala,82640.0,17,4.5,0,0.0,0.0,0.0,1,0,0,3.9
353,353,Azure Databricks and Spark SQL (Python),4043,123,1,11.2022,1,1,1,349.9,1,13,81,7.366666666666666,Malvik Vaghadia,94296.0,7,4.6,0,0.0,0.0,0.0,0,0,0,4.7
354,354,Exploratory Data Analysis in Python,4913,98,1,10.2021,1,1,1,69.9,1,5,15,1.8333333333333335,Gianluca Malato,8728.0,9,4.6,0,0.0,0.0,0.0,0,0,0,4.5
355,355,"Data Science & Python: Maths, Python Libraries, Statistics",964,99,2,10.2022,1,1,1,249.9,1,13,79,13.1,Peter Alkema,116351.0,106,4.4,1,1202.0,3.0,4.1,0,0,0,4.0
356,356,Introduction to Generative Adversarial Networks with PyTorch,878,97,1,5.2021,1,1,1,69.9,1,8,34,5.9,Mustafa Qamaruddin,129425.0,2,4.6,0,0.0,0.0,0.0,1,0,0,4.2
357,357,Statistics in Depth for Business Analytics and Data Science,12359,96,1,3.2022,1,1,1,69.9,1,12,61,6.716666666666667,Data Is Good Academy,253223.0,31,4.3,0,0.0,0.0,0.0,1,0,0,4.1
358,358,Machine Learning in R & Predictive Models | 3 Courses in 1,17650,95,2,11.2022,1,1,1,139.9,1,11,74,7.6,Kate Alison,81437.0,34,4.2,1,41686.0,10.0,4.1,1,1,0,5.0
359,359,100 Days Data Science Bootcamp: Build 100 Real Life Projects,2646,94,1,9.2022,1,1,1,69.9,1,101,731,105.48333333333333,Pianalytix .,66704.0,18,4.3,0,0.0,0.0,0.0,0,0,0,3.6
360,360,Full Stack Data Science Course - Become a Data Scientist,1761,94,2,2.2021,1,1,1,349.9,1,6,33,1.8666666666666667,The Click Reader,14311.0,11,4.0,1,4370.0,5.0,3.9,1,0,0,3.9
361,361,Neural Networks for Machine Learning From Scratch,587,93,1,6.202,1,1,1,349.9,1,7,17,3.1166666666666667,Sefik Ilkin Serengil,6926.0,6,4.1,0,0.0,0.0,0.0,1,0,0,4.0
362,362,Basics of R Software for Data Science,1279,93,1,7.2021,1,1,0,105.9,1,4,8,4.5,Prof.  R. Madana Mohana,15437.0,4,4.1,0,0.0,0.0,0.0,1,0,0,4.6
363,363,2022 R 4.0 Programming for Data Science || Beginners to Pro,3822,92,1,12.2022,1,1,1,69.9,1,8,126,14.266666666666667,Laxmi Kant,47656.0,7,4.4,0,0.0,0.0,0.0,0,0,0,4.0
364,364,Data Science 4 Newbs! Skills + Basic Web Experiment Analysis,2204,92,1,9.2016,1,1,1,209.9,1,3,18,1.3333333333333333,Larry Wai,7660.0,3,4.0,0,0.0,0.0,0.0,1,1,0,4.3
365,365,Build Neural Networks In Python From Scratch. Step By Step!,503,95,1,2.2022,1,1,1,105.9,1,8,20,3.1,Loek van den Ouweland,1655.0,7,4.8,0,0.0,0.0,0.0,0,0,0,4.7
366,366,{ C Language } Deep Learning From Ground Up™,1466,91,2,7.2022,1,1,1,299.9,1,12,51,7.416666666666667,Israel Gbati,94179.0,38,4.3,1,63832.0,28.0,4.2,0,0,0,4.5
367,367,Create Analytics Dashboard with PowerBi and Tableau,7747,91,1,8.2021,1,1,1,69.9,1,7,25,1.9666666666666668,Harshit Srivastava,148659.0,117,3.8,0,0.0,0.0,0.0,0,0,0,4.0
368,368,The Ultimate Beginners Guide to Python Recommender Systems,13349,91,2,2.2022,1,1,1,69.9,1,6,30,3.8666666666666667,Jones Granatyr,162760.0,89,4.6,1,155421.0,88.0,4.6,0,0,0,4.1
369,369,kickstart your journey to be Bioinformatician(A-Z Guide)2022,1123,92,1,1.2022,1,1,1,139.9,1,6,74,4.683333333333334,Abdul Rehman Ikram,3367.0,17,4.0,0,0.0,0.0,0.0,1,0,0,4.0
370,370,BigQuery ML - Machine Learning in SQL using Google BigQuery,1239,91,1,1.2023,1,1,1,139.9,1,18,125,10.8,J Garg - Real Time Learning,36888.0,6,4.4,0,0.0,0.0,0.0,1,0,0,4.6
371,371,Python: Python Basics Bootcamp for Beginners in Data Science,10980,89,1,9.202,1,1,0,69.9,1,9,59,2.8833333333333333,Shepherd Mahupa,33103.0,2,3.2,0,0.0,0.0,0.0,0,0,0,3.5
372,372,"Data Science-Forecasting/Time series Using XLMiner,R&Tableau",1340,89,1,3.2018,1,1,1,179.9,1,7,33,6.733333333333333,ExcelR Solutions,15154.0,8,3.9,0,0.0,0.0,0.0,1,0,0,4.2
373,373,Machine Learning from the scratch using Python,2392,89,1,4.202,1,1,0,349.9,1,2,35,15.033333333333333,Saheb Singh Chaddha,12691.0,3,3.6,0,0.0,0.0,0.0,0,0,0,3.4
374,374,"50-Days 50-Projects: Data Science, Machine Learning Bootcamp",1463,90,1,11.2021,1,1,1,69.9,1,51,366,46.166666666666664,Pianalytix .,66704.0,18,4.3,0,0.0,0.0,0.0,0,0,0,4.0
375,375,Big Data Complete Course,27530,88,1,7.2021,1,1,1,699.9,1,8,36,18.666666666666668,Edcorner Learning,146241.0,21,3.9,0,0.0,0.0,0.0,0,0,0,4.6
376,376,Data Mining with Rattle,1617,88,1,8.202,1,1,1,349.9,1,10,82,14.783333333333333,"Geoffrey Hubona, Ph.D.",31895.0,26,4.1,0,0.0,0.0,0.0,0,0,0,3.9
377,377,Professional Certificate in Data Science,496,87,1,2.2021,1,1,1,69.9,1,21,169,26.6,Academy of Computing & Artificial Intelligence,169329.0,19,4.0,0,0.0,0.0,0.0,0,0,0,3.8
378,378,Data Mining,638,87,1,2.2022,1,1,1,179.9,1,9,49,2.1333333333333333,The Art Of Service,18255.0,47,3.8,0,0.0,0.0,0.0,0,0,0,3.3
379,379,"MACHINE LEARNING MASTER CLASS, AI MADE EASY (Zero to Hero!!)",2622,89,2,10.2022,1,1,1,349.9,1,57,313,47.18333333333333,Chaand Sheikh,192025.0,21,4.3,1,155051.0,17.0,4.3,0,0,0,4.5
380,380,Neural Network Trading Bot,653,87,1,5.202,1,1,1,349.9,1,7,41,5.183333333333334,Vinay Phadnis,3701.0,7,3.9,0,0.0,0.0,0.0,0,0,0,4.4
381,381,Machine learning with Scikit-learn,593,86,1,3.2017,1,1,1,179.9,1,3,27,6.466666666666667,Francisco Juretig,24329.0,9,3.8,0,0.0,0.0,0.0,1,0,0,4.0
382,382,2 in 1: Python Machine Learning PLUS 30 Hour Python Bootcamp,746,87,2,10.2022,1,1,1,699.9,1,94,394,44.766666666666666,Peter Alkema,116351.0,106,4.4,1,8646.0,4.0,4.3,1,0,0,4.2
383,383,"Chatbot Building: Rasa, DialogFlow & WIT.AI Bots with Python",494,86,2,5.2019,1,1,1,229.9,1,4,29,4.583333333333333,GoTrained Academy,73754.0,9,3.9,1,544.0,2.0,3.2,0,0,0,3.2
384,384,Data Science with R and Python | R Programming,471,86,1,1.2023,1,1,1,349.9,1,20,167,23.466666666666665,Oak Academy,275303.0,256,4.5,0,0.0,0.0,0.0,1,0,0,4.6
385,385,One Week of Data Science in Python - New 2022!,1787,93,3,8.2022,1,1,1,699.9,1,10,134,12.866666666666667,"Dr. Ryan Ahmed, Ph.D., MBA",319855.0,46,4.5,1,2286939.0,148.0,4.6,0,0,0,4.7
386,386,Hands-On Machine Learning for .NET Developers,624,86,1,6.202,1,1,1,349.9,1,7,31,2.7666666666666666,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.6
387,387,Case Studies in Data Mining with R,2183,86,1,8.202,1,1,1,349.9,1,15,136,21.883333333333333,"Geoffrey Hubona, Ph.D.",31895.0,26,4.1,0,0.0,0.0,0.0,0,0,0,4.2
388,388,Deep Learning with TensorFlow (beginner to expert level),23865,85,1,5.2021,1,1,1,349.9,1,28,89,29.3,Uplatz Training,384700.0,162,3.6,0,0.0,0.0,0.0,0,0,0,3.0
389,389,"Generative AI - From Big Picture, to Idea, to Implementation",616,97,1,9.2022,1,1,1,319.9,1,11,39,6.016666666666667,Martin Musiol,616.0,1,4.3,0,0.0,0.0,0.0,1,0,0,4.3
390,390,Feature Engineering with Excel & Python Machine Learning,8417,85,1,4.202,1,1,1,69.9,1,6,12,1.8,Kunaal Naik,13838.0,2,4.4,0,0.0,0.0,0.0,0,0,0,3.8
391,391,Math for Machine Learning,1087,84,1,8.202,1,1,1,179.9,1,9,81,5.233333333333333,Richard Han,9101.0,7,4.1,0,0.0,0.0,0.0,0,0,0,3.9
392,392,"Hands-On Computer Vision with OpenCV 4, Keras & TensorFlow 2",435,84,1,5.202,1,1,1,349.9,1,6,45,6.1,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,1,0,0,4.3
393,393,Excel files with Python,16088,85,1,7.2021,1,1,1,69.9,1,1,9,0.5,Frank Anemaet,106268.0,30,4.2,0,0.0,0.0,0.0,0,0,0,3.9
394,394,Business Statistics Fundamentals,1422,85,1,12.2022,1,1,1,179.9,1,15,92,8.4,Rajarshi Sarma,1422.0,1,4.0,0,0.0,0.0,0.0,1,0,0,4.0
395,395,Machine Learning with Jupyter Notebooks in Amazon AWS,13046,84,2,11.2021,1,1,1,349.9,1,11,46,5.566666666666666,Qasim Shah,183538.0,26,4.1,1,419340.0,100.0,4.1,1,0,0,3.9
396,396,"Python: Machine Learning, Deep Learning, Pandas, Matplotlib",4898,84,2,11.2022,1,1,1,349.9,1,19,181,28.283333333333335,Oak Academy,275303.0,256,4.5,1,48095.0,17.0,4.6,1,0,0,4.6
397,397,Introductory statistics Part1: Descriptive Statistics ,932,82,1,9.2016,1,1,1,89.9,1,10,29,4.25,Luc Zio,3337.0,7,4.3,0,0.0,0.0,0.0,1,0,0,4.5
398,398,Avaya IP Office Server,296,83,1,10.2021,1,1,1,349.9,1,28,29,2.8333333333333335,Juan Sebastian Garcia,28499.0,48,3.9,0,0.0,0.0,0.0,0,0,0,4.0
399,399,Learning Path: Julia: Explore Data Science with Julia,757,81,1,4.2017,1,1,1,349.9,1,2,63,5.533333333333333,Packt Publishing,408556.0,1058,3.9,0,0.0,0.0,0.0,0,0,0,3.8
